2018-04-30 01:16:49	04d2572538d731ac0ff015e8ea0650bb:fbMJvfwRVa0IL3ut2PO9SkXZ5Rf6UcGi	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	115.43.118.29
2018-04-30 11:05:01	42f71233a736baa396a68e98d748b952:EsgYTEy1tikb1gnNPVlcZn8ixATm12I4	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:05:45	9900babe13cb8fc510c668d12690870f:12rI6DAVTRrGwWe90TNJhOkup2Cd1gbT	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:06:21	68257b5f60398541b0216e9bdbc0445d:amLKbMlo46iQhz8qu1r3p07qHbi3Bjyc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 11:06:28	cf03e6525b864ae77babb0b256a4ea32:1hOsJBxbdU8XshIV2lrlWma68H6sb04g	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:07:07	e0f1225c08a33d07658bd41f1cd9ca47:vjG4IgWCLaLrbzTKkDZJAlW2FFucCRQb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 11:07:48	d32310b39f9fdb453ae8499419e2cb74:0oYzWWl9dExbY9DVW95ciMlKKq4J1BVQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:08:48	128beb4cc8243fc269945051da363752:zMakDtxKbKoHo8Ybiq0uJuOfsNPuIc3c	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:09:32	ae83b081f4c555a7842a20903df873af:AGAwCNDojcYaVh5VFun30Y5zq2BkZai6	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 11:10:10	8655b04ff63eb748c2554756ce9cde49:ILGj0aaDgmi9N2aHo2X226OTijMCb2tA	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 11:11:35	bcc2b0e5f654658c0348d24c63cac36f:78bvBeQBTSXFxoCRIX14lfLCi9AcUPH3	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 11:12:36	b72a69b7520bfe89ae1e22e38108fdf7:jbfZxpLe0gCxOSwIVQBz2nA5eM8lLVz5	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:13:26	877f137577ac6338d77259430edffe82:0LKnq8UXFkrOTjhu27ggJl24Ifu1mtyy	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 11:14:31	6e736d447e9e3c0bcdcb23996f28b44b:VM01STlZziDmdp0TIiKFZZjznvolDNgb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:15:12	fe3b0727a451396317379a4d03f45c05:EP1qT7AGnG2YQRanTwgkeHOdfTannaHC	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:16:31	2b3e421b39c3676a87dc97ca878de06f:0MRbpbpr4DT33G7FzE44CDCHpeUROvb6	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:17:22	3beeff3b09f601ab9f46569c1f3df186:qyZfDvN5ODfyyxbCxSmehGJCLuUNRHEl	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 11:18:02	9024d450302056a4c8ff23e912588fa6:Ksq0ZD7uIuhkCFSelm3HHAhVEh2ttKeZ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:21:59	a0c919e50f3b75589de60561de0a0583:VkrC62QgGqnMquzaxQWTwbxqVSKHIwRp	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.154
2018-04-30 11:23:14	410e0579858197bb60700837a98990ee:DSEO3paI8tRpGJduoriFr9Tre3zTcMkz	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:24:02	d0170a72c4531f8f16ec9bdeefb482a4:dE2Y9h3AicPnrb5DIkQP45La1AOKi9Jj	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:24:46	1c3247d65deeca478a52ede9572cac66:rmbOdPdV16SNsyufagLQP4rDvgpQ1vAm	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 11:24:57	411625b741182cb1561e2f56e0f4170c:V9BAkqJCHcmxcevWDkBK4yBbc2E2pLkd	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.32
2018-04-30 11:25:36	b36cb009e3d84b62bbc4d8ac9510d5a3:ZLOA6CxxHfUkUmkrcelUyG3ZXRE1c3LP	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:26:21	4ece160925ac1636833c071a978c8b34:Q9aKUkYzBQyX0L8xRgFp9EZ4aW7icMOE	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:27:06	28eab7eb5e082a27b0a68b1c733be3f9:E6fYoCGO5zRDffxdSDHgWO4yFfLkwjVg	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 11:29:19	abfcd0916023367f0ec4f28cd85adbe3:rFkux0f94nkvQi53heEWsH0HPpiD3teJ	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.112
2018-04-30 11:29:51	ea26afb0c97e6e91c78f2adc13139418:cjiBaY7oXc9TU9fj1el70alEMXwY7LZM	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 11:30:41	7b9b96bc4466cf788684d0843475a4f8:pXR75pX9NqjmWo0xhszk6YfbebkUsdDm	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:31:49	d25753a4391794d4c98f24ebdf534862:DVW8bVBQ57bs9hZh866estZaktHrkTV5	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:32:57	3e354c36347b1ffa969a802438e63684:NTCF7GYzW4SKxTCQe8w4U3YZFEeTTyAK	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:33:50	ad7146886dd7dbafacd87fcd95039404:syuDBDNOP1r7YAM2djGJNJP2pejHyqlK	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:34:03	d385cdb8d09863afa10d12aa38a910ad:y80n14gGFHegLK04dqxkeeqJcemL6JFo	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.180.83
2018-04-30 11:37:28	2bd25c26ac89717d53b3aa5525bb5291:Bi1gKzfl8WX2loVgzgakCnsX1yw8fx14	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:38:11	7c4e22581a354b0bc7d5ec28d4adbfc7:5B2nu5eIAH9QsGu8BG9wgkVzD4REvFlb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 11:38:31	8c83d67caf9029b050fdb016be30fadc:JhKHS65t8556fu2mFEhqBGUBT0C6Inio	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:39:42	bca91092f9244bc190bbb62dcd3f9923:igP5tId4utPgTazQfYjYXKigK9JXZ0OC	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:41:00	a8a7b07924df12cf01baffc2466a8956:U1PPlDrvvMQgBuqFECt3RDTF770Rf9zF	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:43:13	c4e3e3d51908a4b882f355120520ecd9:SVx9LmOP16PsYEpx8AnnIWTGv1ZMeXfk	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:43:50	67dcf83161ac5289945566e4bd16fda8:eldGbnrq7FUVdcbCFgLTvIJMarqwgP49	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:45:11	e7f62ab8aa9e34462e901eda9b2f0c98:vQo2lEQYDIOvQeWeVFzC7TCtGUeqZNIx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:45:57	2c92091b4319c375c5121d08ba37426b:oxJgRKKPPwQrqckmXTZNZ6zThuyCJQxO	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:48:07	d7bffb8c57e1479982302007bda6afb9:17m4hDsQNWl0zKqe1cr1H2AYF9eMXzTZ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:50:16	e3d8f2b57828415762277488fc186e21:ceHod9h9wYRTzQtmtJTciIkmYE6fqYlB	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 11:51:36	c4ed67d8efae97491b13b47db778052e:QbrNOTXX4mTlbEJsMzdL9ghdetB6mFfZ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 11:52:58	d678350b5f8d49109a191432fff8cdf4:MLOt6Wbj5SCLH4yn8RrpCoCpYNy6YlBy	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:53:03	193d8a70e8807bbe1f6b7273c1909868:e9IvBQb1BPkZcV2nhqPYPX6Bevx45YW0	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 11:54:35	97d7f3c81e64e936d6254d895261de75:vWgcYiDMq9m0kOO5WuTuNiTxGZ3UvZwx	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:55:42	35cac8c8f2336057d04e71bf6a6d0c8e:xnxA6lLb9V4wlXuGU7bkUG6uVuUh6is1	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:57:25	6bf76d7cceaee08294c989ffd660cd34:bXYU3EzAxFY4yFzaEEllttctCipC1WMi	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 11:58:06	05ed45ad489e4cf9275927003254abfe:iLsDLeF5vZjFv5M5qJ6jRalglGkjwFvR	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:58:47	8c4f5714c18f2bfde25204f8885bd900:tIHw0qvmWtOHIwb8Si7AlzdYYejVYbFI	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 11:59:24	a4952f30dcd965a2627761ceae25adca:Im2Zbj4A8Alww5wxhAsDkqKxxlz6a0tp	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 12:00:39	eca725d95ed695d3990d84ee5de3d66b:QxB3s5GeZNNeay9YZuAfMuuJats8lCWC	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 12:03:08	fd67aa201e6dbca44600385bea0125a9:e9jA9bzqLIkbLGw04WxsKa4lvymAVpng	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 12:03:51	78d8a87bf977f84ea99a340f0c25f54b:xxpLX2dYRzNC0NSZ6QJ914npsMee328a	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 12:04:37	81dfb1fb8bb9e1a34765bdf4ad09fac3:QznudilNl7lZUJoP4X607RflgtXB5T44	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 12:05:17	8d3bdc626cab37b4451eed9ef96c1c2a:8QtzQX9sVGiiXjVShbUFpYhQekUw2FJA	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 12:06:24	6fda891d13c7b772df865583c676fff9:WfmrU0KZIhh6U8ASCJE4EiIFrOzoFwAY	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 12:07:06	f0e6cec3d1d3df7efc3ed4b15df500a6:gebBUXLP8zkOKRjKBYVwKaTZ21cJ70Rb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 12:07:12	5aa96180b42fdce4e1b3b084738f4885:Vl9nXkabSK9pUyPJK7YwyvcrJuBg6SM5	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 12:08:32	959f9c61534e8c1c827d1ece84a94bfd:enFerhdHNZ2Bqr9EvUc34crI8DyyFrY8	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 12:08:40	986405e799f67014b81df03f14485160:SV5YGtFreQxQtoNtP2Py8y4MTWYRhVfZ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 12:09:16	94e54feff391c7d17eb037037c763fc4:KGf39jpLZGNReG3qA1tSQNhTGQoSzMF2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 12:10:16	2b5d03a6cd21cc643cbe3622cfd0b664:xCkSukI7s1KRADzFBeQWvm520tT9NgRT	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 12:12:16	f3d5bb74e109ff1ce8a13d2ab868646d:BXbN5NahaFXKlsut74r3HH5vzx4Pnc6B	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 12:17:02	7904dbd5800de6555636806847fd58ab:3j1RRc2IwTqA3QTub07IDi8BojrUrPci	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.154
2018-04-30 12:20:01	ec2aa84a68695b054e559aa6c8f4987d:JYrck8O2W0cWveS6aflUZ18dHjZYoNd7	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	117.19.99.195
2018-04-30 12:20:36	27097bbc9fee944015181e227f155251:596fyJIG8j3GwIdPyjm10RYPagGMCDiW	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.154
2018-04-30 12:21:44	446139dfb2549645d2afadc54cbab784:df0kic5J5L1YZfdB2tuzgGnzeQmpGFsR	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 12:22:13	b937f4ef49d6cec063a7c5c5034205c3:UAjE3q8G6ZyAO8DcNxxerkIiijvfHDFX	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.13.66.131
2018-04-30 12:23:19	a11bf9c9879dbbe53500eed138f847a9:Pth3L5A8lubcj9wcIiHePfsSg7uLVdRn	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 12:23:20	ff821b0830caf0e4ce2968dc7b2e40d6:jU5eJGHHiGzdZ0MfsRAjL9l4HCbbYZJ4	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	39.9.73.216
2018-04-30 12:25:44	37bac73c2bf472466c810f2ee7c8978b:itttSVhJQ3CcInNb6zodrCMwyO09ld0H	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.14.160.251
2018-04-30 12:26:24	30e15082e0bc2e9d75f16b4d028c3e73:6nT6WWTFIMOuhcJh7XaxYkaLxrRkIXSD	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 12:26:46	862057d7517900bfa94129b08f14e392:wyaYJXkWlXJ2dnopBxazKKR38WpNHpRD	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	27.247.234.48
2018-04-30 12:27:37	8cd6d3c1019aec01847f721d1caf89ee:dvBIjRDc6LIJvFz8UFYuuxb66bRICEYn	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 12:29:30	932b3b462585e3279013b1efcfb79b0e:kpbkEoy8l4w4WmIHOI4Up8cxJf4RIpyN	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 12:30:50	a9b9f14506a58127fda94d1f10566ce1:Wqc4xkmqkbzyE0uuB6ghFYZD3TpOpuIn	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 12:32:10	179ff4043e1f7de253fb30bab79a2cb2:mVckt71ki5ynS7LEVpjX3ylII6JaKjlc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 12:33:37	b364dd56adb490926e5a782572a92cee:C94QLDeC2UN2Fmy327Oxs5rMEYm1igq3	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.13.194.201
2018-04-30 12:42:29	69ac8d2984beddaf24ac3e190d94330f:NEHfstUvpAcfCM5JV2xF39uPLQTbuybY	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.136.137.15
2018-04-30 12:43:18	9615a1af3d1295f3430bcc2f2151992d:XZ5wCVLXY503x0aDK4ywQEszL7tozOdy	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.12.150.92
2018-04-30 12:43:37	1744fc8ebc7970195fc4590f3f42415b:eM3ZygJJoTztx2Zl76h28WxlXVCrz0aP	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.136.137.15
2018-04-30 12:47:29	9527e9f6cb3ae1337b7cf6ffedad81f2:V83gOIRRegG49LuDwaItCYcsbxYDrtje	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.154
2018-04-30 13:12:26	f98437b914431da6d2d3940b8a0df11f:xyW9ilyx3C7GRhHHmoMIdv2fggfSiwO9	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	111.71.74.2
2018-04-30 13:21:23	87f00cabe99eecc558da9a09ef3ff21a:DorZ97p3DHODhreEJHrhlADXYK3Kqjxt	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	27.242.99.192
2018-04-30 13:29:00	c24cf9278e4e395db0d5c889ae046344:EzLS05ZNHoOHTEzIa83f2FeqJKTXSwUc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.154
2018-04-30 13:29:10	f03c99704269cc96915ad50aa4d8a33f:0fjnPbpAXBs3lRN6o0ViNQz6a4o5f08W	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	117.19.103.51
2018-04-30 13:37:46	0d1dcda8eb614143e9af8b8b052f5917:RTumQbf17LS20zqqq8Ptnj6WInabj1CJ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.154
2018-04-30 13:40:17	71a25b36b4b1470cfa401c4ab7eb6c97:d66JiOQdN4fczHW5TjWXMjz9kqvqdUTB	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 13:41:13	c7bcb46cdb8a4ef5255c4742c3df2420:a25EbGSvtA0r1nhgoxshJKj7wZCuY0lA	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 13:43:03	e547544255c00600be8585dc1304d9c6:fu4KWFYrxHbawYz91nPNBRskbjihVw1Q	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 13:44:22	5eba1d0da4f298a17b2df7f07356e5ed:BZoBHMoLSfDvwYLyCLjsnoDGNSD07ckV	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 13:45:09	664f5b107b2d91eab9e5fc8033e4a032:pOEWROo2w2fbFlqUXEVxne7eKVkhwyNq	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:45:50	b533397059e34c09b426dfb978de1d21:dl4azZikXCou0dWRhK2bmZe2poxFd5ur	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:45:56	3e5721c9ba650755e7c79b4b8ed064bc:BJvzcuy1JrlwADC1HPDccOqu4erWwAax	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 13:46:52	1fe3dd23a3a755aeccc5add9a7106f7c:7vpjrlHV3HgrhnSvWb2cALzmuMxBHLvx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 13:47:00	cb679c913331bf66b4694de75981887b:QcOb3392kzIUve4k0Pcx8SI5Q8tK25gx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:47:37	4c8e4b66b1dc4fd939ec86532643b681:JXKqgdBgj9QMF7X37jwEe0hTQ6IgiCF4	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 13:47:41	5d15401298d10755d79bf688dd320824:ETD6gjRyjTGvnwkodpCMv1ZxEOpe1j4g	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 13:48:15	231d759e603d119b860b9657d5b02676:AiaTh2ac5pEFVVBlSS8tDPW3xGcnZJGF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 13:48:43	9269ba5e5899e62be35655b622dc97f3:ChiWddWyzbBCM3jbCxQndoKRWHzsgWxF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 13:48:54	06dfdc77d14cc988683859d5f4a79146:HP2pSwz5EcpEuzBQX5bYJHLt8AHlJlf1	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:49:24	0811fcf27aa6ae76d1f81a9ef1b43c3a:az4sihSWJVESjBHrLBCzh0oGarTlNWFV	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 13:49:31	8da863a302e1435a93b331940068e7df:oenCz50ezL33bG94tyDgEb0JFF5IoGUK	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:49:37	88278b159d4a444eab972c595daea728:zlz2lZyXCb31Y6YYZkonbaSIINOxNzwd	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	220.141.27.149
2018-04-30 13:49:59	65d4a21bd34f879c3e998dc3ecc1eb99:679gZZciKEeYwVZGwCXY61zro4BDsbVM	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 13:50:16	61cd81ef7aff4cbc63bc5915c00934e8:MMtYBGy39Y2jMgstXPc4U4Xcs3RIBxZ4	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 13:51:09	30c5a6ea4fce5cb9a3e2f1bbea9292e4:0RVCrzs3bSvusTjwDM6E5VAsjUT12PVW	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:51:44	d79cc3503fb50e34d1863a7c27925923:weowtUvgNRZ0rTII2g30OqEFGUoHKEwg	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:52:46	9a59131af89dadfd81d29e827c148c7a:2kGWo1INRbjRLBghEhM8xYpGPumewOa6	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:52:52	2d1287fb00bfa8ecf7539d022b5e0919:vvEsNpTrPU72ROLiqBp2VaZ6ZMyVYXOO	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 13:53:24	2b3c4fff2dadc71b0e6c1358d05e992c:JZaFUESQMkrQQGxB6Ax9ecXWDEl8HBQl	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 13:54:02	3dc89906ad3a174fd46ddc2be5aea0ec:rdscvUq6GSExI58l0C96dBG8PqJLsGCS	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 13:54:10	ac16fe97410ac74a8291d7ce8483fb66:bLIVeAElakYmoRqzAvwvi1bQ3ZedVHT2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
