2018-04-29 00:00:52	10fdcf108845ff3cc6ecd7a6fd0993a2:3umvcvZRZyP0hrQJ38V0HJbIfCxaY4bX	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	116.59.240.192
2018-04-29 20:39:12	19c0a486ea78fb579e7d7efba940cf98:kmjnQkUyci0lTEa9URxYHhXM9TCi9xPJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:39:22	bf3f7133028af19fd80965562c748a62:YtcJwWaRadyiVKHLg4R0ibwXadYoJX2A	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:39:33	edcb2dd9c9f63bd36e86c68b0abbf880:48qWFHnZIad6JCEKNF5zey3CEmPEnEvl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:39:37	0760a88811f7602d1374ce0e269f3f9c:GOmiRCZ2La8qHmq3SzY1xbZheZWPuGoB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 20:39:45	ab4ff07a51989fff9ec365012cd64e9e:Unj9sUmlNsk6gCjSXKmsmMoobAUNQl5F	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:39:57	02b775ab6b07c88c96119df162699890:xI9ENlTGVwKvBNFmLtO1DqGGyXWj4i6y	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:40:07	6dabde12cd032fe1ae792527648a7261:BWeBGj32TSp7mh8V5C7voptW0zfw3dpK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 20:40:13	7410dd099baa3aaf9200f414189b0cc9:Q19OvWMBhjkPhTQ6v4EyVKquNMOCr8SW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:40:27	ef1b05a4f8633260e3611cfa8516b076:3QCG3FO7u6uRShSD1oG0yFfBbIdYOAei	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:40:40	0cbeea35aacda31f1b53aa9ad37350f3:l6k2so5EDDUwCPQ59HKGojaWNQqnyBcw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:40:51	e9e2398131548bf76134d7ac4d6100f3:42bOD0KJPIQG4OF5DJTnmpy69sE8mBUl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:41:03	b30c45e2200c20c0ac4edf54f9700713:p7pWeVxImUbloU2FWpzeErMraGLLWsqj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:41:14	f66435dc8bd1b75e3a5bcb604547a45c:tgUirceUhD5JUoBSmuqT9ihYdJUbCDFH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:41:31	b7433f65a95838191c58730568a9e486:qmYGzBjoHM0cMe66iOVVXoz9bzEtYd1p	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:41:55	a9852375a2aa745c482726c3a78ffe07:jVvSe9DJpS72QD3wFLssiOk4H0gbBXiU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:42:09	44ac5e86f5c33141e7fd0fd02f339ec3:25U26VkDDAHIoA6Svmui4nwfS92lIalG	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:42:27	d801f1eb18e9dad4aad5d62947226057:9kz5LWN0cmQKXbFLhXVhyQ1hHiiItBtf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:42:38	950054f97db0f01f3b3a41e8fe38d57d:j8Q3fJHfABK5g4fCZoS9SZH0tXPkykKY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:42:40	1d9f9feb0105365ce211bf889fae5599:AQ6sKVxRC6kszy1m8gJm6lDENAQZnx3i	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 20:42:52	a06b617cb8a8c311e9f30e19dfdf858f:1PsjmLzUsk6jz9dkv2YmmjV5rgmPCF8H	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:43:04	f7c96056cdee0fa59eaa2b5c4c038eb7:6PfgGtgGGL2Tdc4KeGvv3keV2TpFs0Vi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:43:14	81008e2fb6cab1911b3dcb65b6a06014:C6kf8o8zlaWlfc34zclaGc1SqUlu2yFZ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:43:26	0546bdb1ec4b851333a3374b190ddbda:DhZr899ZBAja6xeJhDsDUhsmhq6dhsMD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:43:37	1ca4a3026550e4d9c8262af31ad28be0:NrZ2s9pEkL6wc35Zhl6ZZawwxyvHg56Y	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:43:47	0e8547c2bcc8603fced819df06dea1a4:uv7uanHSnXcpcs3QXNDcvFE9Joe7Wkiy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:44:03	fbcce3f8e78567eecd446108f82f30f3:ahP90zkoz87WxXXoFHwjqQ8UzFjq47s0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:44:15	396b9b08625b6e53544abe50dd88772d:2FEY8T6FwLA0EeY4rPNpSQnIA3aAwMAn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:44:28	3b05fd03f26289087cf135a86636e014:ztHK8qNbWvYehu25AZKGblTfliENpJIU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:44:42	549f56eb740c19bb493f502884cc84f7:aEhXstDJWb6GeXT0vNVmdntJsUfALp8j	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:44:56	436f0e447021a57cb37b2893b5d393b3:zGK05SYh4TLwymtDkU7ddby94tAwEPgK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:45:11	3898b127ac1d14702b96d42d423729f9:5WzLbzpPelCs9AHIv4LaWVelkLvTRSs3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:45:11	8107ffbec83ae7ae53063efb4cc1520c:LPDCvwr88vt0qX4njI1FaA5crEIMgnJB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 20:45:22	b3ea9a2a4cf604f800e251e8e3cd077d:sUH03jC3eiwhispugW4T2kRP9u5eJpyL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:45:33	f185075d165b1c43680920fc271f1a28:rsmxcTvmPc0pWZyHpSXTlJEPtMsq0oek	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:45:45	37bf44b60940f0b3c29c7cec42762946:5iLEOHNR4HCNjB9r2IKO1PcEwhQRNpkO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:45:56	a2a74ea695ae078f5ad28f5dbd83eed9:M5Rbna8arv5RpUL91EhqzKEJZUjWthug	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:46:18	bfc01d16d0de7f54f399951187bfc342:m7qZ0JzsGIsw5PRmi3YwRmCly8ylpOIA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:46:37	13826a6d5221fc8d4e08a787e006f058:eWirNNPm29ZwDpn7Q8OABVupnO8xsdMQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 20:46:41	35282df70e1bb0b03c010e5c1794df57:RT34y4zoC3FgCtgT0KPRLLO93uacCyW0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:46:57	59659780463e645c6a1075c8d3e7a9e9:svfxOwbeRKmBuqsdQMAkldxudcqNVLAm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:47:14	dba8dd3be47c8cc09d7b13f61be1a7cc:9Pq1A3yomGhvEQnnCWQn3bZf8ff14Fle	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:47:25	c983b756f9a206440e8f00575ca4b9c6:gzFZDrUeXpqMpiNZggxDRLyBya38vbA6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:47:37	d28f7b060ddae580e39d76cbc983d075:q5cfpmSBIxOtgNhszzEI4uZk590QPRdn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:47:49	b2d157e63d67713fb43c2b587e7a12e8:1p4TpkcWrY0dWkPpUwjj6iGViKXld70Y	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:47:59	e6073763485415ed164218053b6a5427:p0nu8jRDRa4PTeG4rAIBIzjMPFECl9z9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:48:15	506e79bd9b38ee7cd4f8aa2772c659f3:BOGb69f7DvL2F81xE2DLTOodpGO1jd1x	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:48:20	860054a542aa1bc75cf8a2f0889f7ffa:0ovCXffjeCH8jijgBszzs0C5jhyYIXZV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 20:48:28	c140ff37e200b32faada9369319d865f:fmjspv7AFmhcb45FbcDMFcieH9dE0JLu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:48:30	6c0bb7eddfba33812b9d45ca22b7b3b5:PZV8dndJgEvtw0DNm4iXwboNTKYw13dV	Q1:提案名稱二：閒置空間_空宅空間改造,;	61.59.233.69
2018-04-29 20:48:39	767a638787f3c0502ecf0601de5d59e2:szwg82tppVaaJszQdQSByQy6tOa8VbQq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:48:55	13e38e32c21d59fe30e548a47023fc2c:3XBB6K6aqJ5aJW8NuONjf5NePU5rzFHg	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:49:04	8cd3bdf4e1b2c7037f2d35ff5bce0416:IKWcRNLlqNVWGTnEA0ZOuKG4DHirMYDO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.72.192.178
2018-04-29 20:49:17	1bd433030724a83dcd65236a900bc588:ATx0PifqKe0K8mRsDAWul3bqz53waJo0	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 20:49:30	5b97468ce9a78beb9d63c0bd5008f7da:ntzDM7hPbLPJwUuAE9VnrrmWvrHpjlJ1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:49:45	5fc85d24172ed95fb49260d462df2146:MFVI86P2mx2WfOaAeqlgjeAxFYYvQOP2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 20:49:49	cb9dad07fa894d6ee3d6ae44e469e836:Ae4OStPqQTeGMbpLKxKd71QWaW88n0EA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:50:02	b4c04a674580fdcb38d3672d8f56c3f4:iACEaddsEA3xlfGKkwhCEg290owKb6g8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:50:13	6ba39e70dd0de074e4544da6e4a90d2e:UKSoYCLSXt2WLgLtni1KW7Y6PTYLGSxK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:50:25	8c982de3658ad51ec1382f55d2f22f46:3E23xe7xu4MhWCeUG1PLFJNMR8cOEPcB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:50:24	1f64296a8142c2b9d093bd6548748bc5:3Bm0DNB8g5P0m1BNiqIAfAz4QgRYgvLp	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 20:50:36	16af667bfc6bc1815f14609106a02012:F0I4DIyB0CF1CotukBQMZYQDFLhQtqLO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:51:06	091e610ea658a4e8a60215701282d880:Ij0PP2J0dXgbDTb718dNz5W40qv3EIKm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:51:07	a0d045ad4997cb49934074aea9e6cb8c:ieIGCsPVbRRD7uhbbxmF6VQKBhNFCsqR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 20:51:20	8ae91b697edad718a7084b0830a27ca0:B30H7fziJZ0PjbWhQyuucvYEBYmwnmSU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:51:27	74452556add3552264e5567e1f05dc37:k5fhqsuJsGyy6xXsxJhueckQ9PxD7Ndz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 20:51:32	de97aaad0373441d5c03b0ee293c502f:06Vx9nG9PTa5sJTMlZRDfe2uNhdjrZGw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:51:44	e88d864d7c623d43856e4a840e0b2119:VzOpfxmctJ7YDjLtPyTn4H6HF6CUPMQH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:51:47	13834a5456453a3e6e5fcba3a334c5a4:fvEsZ8doa49u6ZtZveebBfIRQCXXiB6Q	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 20:51:56	73e9da56595474dc4fa84a7cd4d9767e:0KfeIXlmMfMoAGz6qKZgYnDOgOGULpIX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:52:08	587d37bf594f03d559fdbe9da5181c60:Ifsa1SfzuNSAtcJEQSZMPwMVFmt9d9zD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:52:22	412d6a632004b9d8acf2d6ef2cac59c9:HaBUFmSKHTBZq7hcop98jhPGQfT3EewH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:52:35	9e13093c65a70d86a5e9445b5c562fce:kq94LRylBbaIqp787joAWNEMSUqN3A9z	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:52:51	276a488e1305ed42f9f730f589d9d105:L1bTdIg1UHD0vU039fvfB7hv3Xtbv3mp	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:52:52	7ccce9ee6d94526ae75d349453b61540:RwBEEmOMrg2EoqZ65Ocj79fidt4bRz29	Q1:提案名稱二：閒置空間_空宅空間改造,;	61.59.233.69
2018-04-29 20:53:03	5b03e8ba69384b3dd65bb34873fed0b3:CIVUU4CQDKWZpQPkhNMNaEg6kol6K1wU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:53:15	d154ed92870162a24d9b41e5276faffd:7cLo05PA3a7RIAhGuOpfAlLQLemOSUjI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:53:18	8a930ab20dba216d4507af82339306ad:X8eW5zZVWvGuJUNfvF05xPUZB5e7ogOO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 20:53:28	398c8718cd270ea93bd3a90967e61af6:7vjOL09hvXaiehX5O7SMUys8NgbYkAC1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:53:42	99f3b4af7007c61579d6b399d4062545:M23f1ZAtsCuFjPpVx1SPGYFVRAblvhfY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:53:42	d37b6b8568ab6285e3657783dbf69f2f:NVPNNtMlJJeZ4UBQQaJzVR3T2uzby2AC	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 20:53:55	5a4b253f857fa88c0d0390610fcefef1:pXbNUGpnUKxbKATA0OWwN4t3kCj8ZMlv	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:54:07	41de97d9ac1020145554df049287072a:vrei78VrWMNb50PY2y17T92p7ipquBkC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:54:20	cf2f5bc20653bbbfce0fb5f914f043b1:ilUdQFwSyvBLikzVnBBoEDCKUdUCdypu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:54:25	7c64cee26c280a99f907c2b8a031426a:CUAs0zO0canRwR1rHPXFDY40nWKF19Gz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 20:54:34	a18934030fb132d7ca702b1353432b8b:vGt8iiNyZ0WNfFM2RsHyVbmDU7UuigPa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:54:50	a1c4a1a82f2f4d1a30cd9ec9b05d058a:NDx9KU12UDe0vxOX2ZsuJswZ9SoR5iWm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.230.235.138
2018-04-29 20:55:02	cd49aa177f72a3d9e937db8f087cbef7:jls18ogl3F2Td2gw5kWs6kqDwe7irRDv	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:55:09	063912536604b3774d6006b49a76bcb6:LaPPyxa0c4TMQd0nOXfps8TzjUDvalKA	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 20:55:12	bb2a22c2517116fe1a98f6b09f138a21:apKOVvZrRKm4E0dlp2TUuoynvUr2rbhu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:55:27	058a66f5937bca2be00506555221fb1a:GGf1eFL7UeBtX4BxyfEILAoTFyG8vOvU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:55:39	cf20a60b4574614b2c0d6941db185606:io6hYWY4CZ04yFD4fhD7OhvAz3osRVQu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:55:50	50d8acede055a7df14b08ac356943876:utcy8xHA6YibxDjZQgHYr4e4ycSKyqHc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:56:00	58d6d7b7de591191d2e0bb407c544936:ypNREkIgYP3Bbe9WiqXT47Wcu2pRHH9q	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:55:59	d8d793133800220b059c4ac0523f2d63:os76uG3WgoAmnwakF0WCiUB5KrrPj6Rd	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 20:56:11	c8ba17db1b032e50894c7ab732c6a84f:gwJG0R9NmzGgDG7Hi9IiJptRLMSjoP5v	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
