2018-04-28 00:00:24	8de4132013aabbb09785a0843569e665:VAba9XdaWJLVJNpnqJrITt2GEBhYt2AI	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	61.228.14.25
2018-04-28 13:34:32	c3faaf930da87a97aec102bd82a3e93a:jIPKZS55E8bAjGn6aqF1JRZIPiKfjIwH	Q1:綠能台北－由腳做起	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 13:35:14	db41b99f9b13d34401825a283bdba1b2:YrxnYGZbrsVPPABUgqxCX7GN9czlTvGy	Q1:綠能台北－由腳做起	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 13:36:16	1deceb6aae83a12bbbbf59f0401aad20:TvmDaOxEY5934iuzixIvGsuwt6rQ2j1w	Q1:綠能台北－由腳做起	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 13:37:02	a15e70e582e188bfd8fa7193955a1333:NkOegrkFilfwTpRCjpvQG8XuoF85jYKc	Q1:綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 13:38:08	1b56faeca5af6215307c58efbdd79c08:yaogqZ0kA2992Zc0ffloeoM1sy46T8t8	Q1:與自然共生，社區長幼共好共樂,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 13:38:52	c781a5162ab94ac7a3ae0b4df86ad4c7:aizjg9zRk9pArBjOJdChSETXlVI8gyUI	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 13:39:42	59aa59479e5c9d8225286c609dbdc70f:CdPweWZPQWJm5z8AwmMJmIQEcww5lRzy	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 13:40:25	591bb4ea647b249d8759a0d4ff79e860:XSuhffKqyxjPsODjFc6BBJ5xuUM3dgYI	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 13:41:50	1ce37c53d3fdf7d0787144c624017770:408S7oGILNe3m7tWYlBEIYcCUI8gozt4	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	180.217.165.115
2018-04-28 13:42:29	c0daf1f5c714c386ebb341524063bf87:JzAADIvNBStXZsmwmaBHAmBuxtZmzVai	Q1:綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 13:43:18	4ad5c3cf42014072a2c2f8298149b25b:OHqW9kgYFGPV2zXCYTucdqDtiO28kdV7	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	140.112.24.104
2018-04-28 13:43:30	3c08806aa52dcc0cdeb2ade2e30a867d:6GWDKsmIfi3huihJ7dCzyMBagZy21y3n	Q1:綠能台北－由腳做起	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 13:45:13	7459448c809611b648b053d2501b0370:sh6TftIdnTslJ0xEphVhorc9oUgFtMRA	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 13:47:14	2fe9d871975751f6703eeea6d74c9b84:XKWkINkOtfmqVI8qn2dDF61vWtYiLNS3	Q1:綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 13:48:02	42462f62f41f16b17d36ad1d3b527c86:e77H09FNH6yBz49ATByRxPqYfV1AGXvd	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	140.112.24.45
2018-04-28 13:49:23	688645cbf766d4e13f7951a30e9fd78f:kCVMA9Hw9apJ34sDB3hwNEZNXfwx9Kkx	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	140.112.24.43
2018-04-28 13:52:31	dcd2555ba3747fa527da27a2193af86d:2cyuGjkMzGe7hIVKkZSQdslkhg2pgCn3	Q1:安養平民化	,綠能台北－由腳做起	,風華再現通化商圈	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 13:52:39	39aba2b3bdb48d741119d7ad500c2249:SAWrYOSxAQwKaswtkBbm9mfEKblsqeVn	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	140.112.24.114
2018-04-28 13:53:06	07bb1ad0c0f0b9453af9a1ca763f3727:p3MgxquIhI0keOl3Pce1PJAj3U80Dq3w	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 13:53:58	9ec2b59bfa412b9a19811227c49a2930:nQXSDxTWgOlzPIKMpuHYZnvOldFzQEwT	Q1:綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 13:54:01	e31f3ac3dac73411041a80f124d1b00d:2SJu1TPDKYKF0jbhyr1p42nBtOJ1oGao	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 13:54:14	dc25c96844f059f02c34350015fe8855:WvpfoIspRPsYkwnQzkeXHyFAKY7cHFkn	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	140.112.24.22
2018-04-28 13:56:46	a54731ac4dacc014262140618d0a16f4:VzkpnZDo7od2nOtrwqZA9RBzmeqCjBre	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 13:57:19	7ab00d2d270516a5193e03f19a92a2d4:EthoM6vTJLBa9gOxmuvBQeYEOzx5WEto	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 13:57:49	dcc41edda2d37a538bde84706d68de47:Vn2mLEtSiDeggODpE12np4uN3HZUN5bP	Q1:安養平民化	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 13:58:04	604703de89f84bbff9395e9e6f1e2702:EWoAeoVSfiZhF0RoAcGX4z6lXwrcT4kr	Q1:安養平民化	,米煮的大安區：食堂交流	,安全大安，美麗未來	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 13:58:20	97212899502dea9493c942bed18cd763:bb4jzMQnatJeQAUxVI3YgVmU3TAHrIik	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 13:58:53	07829449e77654adce1474e7e13f401b:pTwe24fcuuymqjfZyJS8cFZBWfdU2tAf	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 13:58:57	6f5a4bc7c7ea8ec0c87b5064bfadd85e:NbvRhogK2RYg0Qgd7e1wjoPQNnqPuvO6	Q1:安養平民化	,米煮的大安區：食堂交流	,安全大安，美麗未來	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 13:59:20	de5bff76ff465fa82f394593bdbae5d7:kQSFEP8dp2Yf8kqYT5Q29o56hTvRoUM8	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 13:59:50	608c115461b7ca342d69ac1534dfab81:Ht32tx5Mo8pSncD82rAh9CWwNOftLZ6h	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:00:07	7e1bcdf55e843eac58ac2aa09417cfa8:sGbTG8x0NRQbcBGIXF6dCbtDqqglo0Lm	Q1:綠能台北－由腳做起	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 14:00:24	f7e25a9c75258395bedeebd8fee8f945:IeIogBPVxtMmj3E9rMwIEMfNaUTpNero	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:00:56	7266ee55efc546a15fcb4968decfcc20:qpXvSqMZfaJUYvueXYIGWdiRSQqeRS0v	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:00:58	f207086a0f3343d52e4cd223405e2494:v2nHJTmtZaTJhVQ6fkc2nzs07FZgctWI	Q1:綠能台北－由腳做起	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 14:01:24	beb2ae8c829f0639bca9385df9fd3fa6:kJQMjSQiO4yE9KkHGoGI2v4RcXj37bII	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:02:04	7f8c1875f6031b51d3454a3d51df3f2b:ewRPldtIElsZsUoS9ViXhFuAIQVxUVAh	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,風華再現通化商圈	,;	223.140.68.118
2018-04-28 14:02:26	93768635c5bb3d1921f8460c8783039d:v0VkmJ4pQAFjYHddqs2bM6f4uQY0nKEZ	Q1:綠能台北－由腳做起	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 14:02:34	aff3ed4128e25e96c3e3368a55eecbee:dPlxUNNHTcpJsg9bSDAzgfmPq5GyBwoT	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:03:27	9e0181f54d7a5f214026bf773872da92:y14XUAuW4cjpGkWRkVMHMhuXTZwuMd8H	Q1:綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 14:03:30	f2ca9632d4f4292321299264d06db581:UBUWy5x6Wb9hJisEIIE4tOzMWEqB5smf	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:04:23	af70c27b9a244cfcfba4aed3bb64b7c1:7ovDq3coT264EXEv9rY5SLHhNLXU7sOE	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:06:55	c21a2bac3d34bd6baf6fe6b5fc23e20c:sRKJTX3W9eRsrryzcTaYtjdpgkomstXD	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:07:42	3317f6a24a12ba4659cdfe84c2e7854b:J5WCREOkWXUNzGRrH2YTtIweGyGt3MjK	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:08:30	04bc7fc7c36edc7b72c997068b8e10f4:1ACHhkZS6S7xid07ufNN7UXqIyH2zT3I	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:09:18	5c246d1beac76a879082184cb05a71d3:zKCSuTu6dNsmUjShuuEPUMNOhsjyfbbi	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:09:50	8010401347f22814a19e45b93b9d03c2:io5stajzl84cnKYrQVC3eHUcg5FXhZii	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:10:24	dbec62d98de691e8ec06640a69042698:C71X2InN9ef30K7eJrDRoriPAbAJ2yuf	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:10:54	842d39a4d71a4b33457223f8fe30db6b:Jwm6IM1ooAggxNG7lZ9314tkBNPHDKxg	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:11:28	e83441814835db1e625162d74cc98de4:GWNbRvBmyp3L8UsGRyF8P6sUzYMfoF6a	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:11:56	fede7469aab4ac1583d34cea4257455c:HfzjxLQjBBRSmuwIMTBrov2XEhkQdX3M	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:12:30	b13459ee0186615b585a0bc249d2a512:hQzhCk7akJ5VS6RgUssivobYjEI69oup	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:12:35	461f4a51e24c82c37bbdb43aa86f881b:f3ENV1aAvAelTEI4xNgRWaprVRk1ih4g	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,;	140.112.71.216
2018-04-28 14:13:04	83064732205f6fdee8cce670a98fb9c2:si7cmRX9hBMPhDsX0abuPDUNEvqZEMD3	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:13:38	9e50bcf39abd5d1db0437960373ddb00:qdW9YBDRwHzpdsNEHeiasBh6T3r8btQx	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:14:05	38754982a8bb2dc4c81d5b53894a5bbc:vutuwh1s7c12XnJa8pPDLJH1WgAgAbfh	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:14:41	d44f7861938eebb8d3161605cda733e2:dRVKKEEHaB4O9nklv8QfXFJYXMdQ9pfD	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:15:17	d9ca85e05099eb05f641b76d65e3daff:alyZGgVm43L7L9GGSmO578CLds8PQiyX	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:15:47	54d097d5c682e826b46ea546825c4c5a:MJ8plw7ux5RXTi0gPo2lU4lOIMUKAuE6	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:15:59	a447b26aeed7edffdf4208b1fbac1551:bnjEpAlcMxOaXxXWO3dw2KEuqd1Wcg7a	Q1:安養平民化	,米煮的大安區：食堂交流	,安全大安，美麗未來	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 14:16:22	f7ffda3508f83afe7f904f657044c564:L413oUfvFl2oNHAdJwLafDwW8eEeweex	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:17:21	5068017d37200cfc098fe71e4950da6a:rD6jXc6TypC9MgS6KAfaFehBtksBwNLk	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:18:01	2cd61c809a57eb7dc7f7045fd7b6910c:3rKccsewpY13trhTH9YD968IKhS9LXho	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:19:22	d27b56ee686df43caefacd39aaeb2104:uCXYATLUtRvSmt4mtTlAfnB6PWYQIMXj	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:19:57	5bd7201e21a5b42e4c6c64a517811700:9ORjD9oA6AOGoW7o4dUavI2274xlbAcS	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:20:56	42b35740c607ff6428c5e0cdfd47e713:ga8nkxN3lUOfnJXnq5h6R9ukjt5WwwMW	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:21:30	22fcea0543021de6a610393b7317b848:Hfa3I7MLa60UkOGp6o5sqii7MPlmwjJo	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:22:04	acacc2fd54104af9c1cb31fc34c14190:jr5xmJ8Diiek4gmMD8GWXJGxxy0Q7Q38	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:22:43	af7255f73eb250bdea11a7214477306d:QKMTfJ4rnlpkLRkyHLAnzvUs71HFSsup	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:23:16	f5f774567e4d83edcf38d0ec10be9f4e:NHlLYcbB1ORvLqbuhN5jT7Oag3HgF2fI	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:24:00	a3e8df4c183ee3f146867d4c98494ab0:hOnr7TBG0cNK5I3p7Oe5Tz70rdbCqGUb	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:25:10	3bdab38e3e62fd080171428ef5d0f3b7:zTAkIdJoDEPlbCDsk5xchqfDXkMrE1mx	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:25:42	02e87e3681b0fcdbb86813106d6f98ee:Rlps2HGqO3NiJL62UCk1Y9Ckl0K7TMvs	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:26:16	2223779f62f238c393a45d6abb031d72:cCqVGlENWCkvuRoC9wGGSSdCEfzSPd7z	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	223.140.68.118
2018-04-28 14:26:48	f9630902f237a89636f0ce1a52ffe996:sJgLyNSdHtcG8VNZZkHY14jOHo7LrluZ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	223.140.68.118
2018-04-28 14:27:28	d3364219f21512428256375ec4148da5:yuZrD25uJpvLrtksOc4qNk6RoPcWYLej	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:27:42	69181ec5d21b4e3b9003a9884ed51f84:qYpx94579iZnhFISE6TXhLMbsKGVZ1WW	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:28:00	a61ecb4838f8c28907bdb32f3848defc:YWEtSI7lY5GXFyqDEIDZZYNAo9T1K02P	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:28:20	2e537dd75e43d60f537c9dc373670f51:avFX2Gi8Hnt3UFElE8MaLIi8D8BFpyea	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:28:32	2a5d15f625286575cc60ce5dfc0ee81c:OFYMTW6HNXGevyRezRs77DrHndwTlUMN	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:28:52	d5501f091449b5dc8b2a35c2237a2baf:TjxjonF6ETWC6C0vaHghCF1DKdPj834H	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:29:05	b789b4f552a5b81bee71094bbcd06262:nSb0MJSgU0KUazBUSqh7rEDkQM6AColP	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:29:34	ef5ac822c9f2e354ecaa5d399b298ab5:dESgso4bMflglXWRk8scGVW0D0BnsGYh	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:29:48	b1a1aff14a232c50c54fe14d6d71dae8:F2yhC3WPaej2rIDHrmpLNHs3GULaqmMt	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:30:06	768e4a1d482a7d10bc2b604be7c87fa3:jH7yI15Lsx9izhH2MxMZSrYvaCqdmDPp	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:30:35	8f4baf8ba5944e32da47eb0f6b7e5170:ZjJbbCHIZyfN5wx56uvyjKNpxyWJomSp	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:31:10	5020e479a2b1772420a6249c5b4cfcf6:NKgvSxEevzO5yvpZhqvcXHA2glpmCglG	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:31:20	5af54e8770be7e616ca4f35cc55e0c5e:ca6j4f7rjHCO9vRTcNNEx99TzJdPkT5K	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:31:45	97836678ed87758ffe360ed4e1bc194d:zXaloPSSlI32ohhvhtykalnjMFToZTKY	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:32:18	008049e07c348dbde1bf9409f3a6866a:niQTmrCzPsVxAIVK9cQJE6naJ6aaXtk2	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:32:53	556159b7f9283e6fc3609d8e3e3287e8:hRV8sIKHlOZWp6zViimcFOKm6W2NP95l	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:33:23	9267118c3acc51c1a24e839ffb3803a4:adfqpIKChAzDbBiJuGwUH8LayuMj16D4	Q1:綠能台北－由腳做起	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 14:33:43	c0655cbe520a6a7c65fb190a9ffc2dda:wCdUZ4AA67yrriG551AE9DIGhHVs3acO	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:34:09	3b6eb22845612419adeeff65d3693afa:eKC4i4twuwPA3ppaBjolp4myCpjryYMG	Q1:綠能台北－由腳做起	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 14:34:10	1a50925a65ab036fa562c72027ae4eb5:SlOPuwqEhHMoWHSjKZfouh9JOWzCsjL7	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	223.140.68.118
2018-04-28 14:34:40	c921b6dfc26b17b89573dff38935b898:krXB72FWUunq0uyASkIKLNob1xcfR5eO	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:35:07	f39d13c1295a122d1fb74c3cd6bc884e:pt2n225BHSByjBUPcqr4D0hjn8OMmYQa	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:35:34	3a782e9364f43a93679822e6aae47505:SsEHKhHmlCMePFVxxi2JVtgn9ZfXBEei	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:35:47	7ba19a5890e502e7dc8ae3fbd4b1c527:vr3fhRrK3xIGiWiJCPy2d2TRxIKrcnAS	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 14:36:02	3ef5866ba6d04c51a236ea9796a803d6:ElcasyAiwVHXVvV2nAQ2dMc7NuUs2dh1	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	223.140.68.118
2018-04-28 14:36:15	fa9fad0e5aaa8bdc9319045db5a1eb7b:BeLq013JD6TzO648JBLjVglVNz2eCX1L	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.201
2018-04-28 14:36:36	777568a468cdafdefddbde88773ab229:HTpPTRJX3i8QgWefYnZKrICM80Td7kiu	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 14:36:41	13aab01fb26ffef8459258a13d32d92e:Eq1AG6W1iNItnS2W4kzK2EYOxzy1kZdC	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
