2018-04-24 04:48:31	111f4d6b06aa32399e3bc7008bdf6901:q3IzcyOgvhgzSOVbsHe94Qdf8gErc3NS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.225.94.51
2018-04-24 16:28:46	4e7d00c2d962b4958a64378e145f0e5f:rU2P9zRHB7GUgEnIZ8N8OPSQvP4rnthP	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	27.247.137.125
2018-04-24 16:29:05	84f1edc61f1cd9bcddc85889e22d74eb:DkMkcyuHxSq8bUUqtNMgRkmyJFZ2WESw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	118.168.206.40
2018-04-24 16:29:55	e17d40a1f123ee1d5ad8b5784315667e:OjzaiwiziFPFlJTCMlwVX2DbeLnqbLQS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.18.97.228
2018-04-24 16:29:56	44fc093fc4ddf5d75c3af2ebaf60e8f2:YZmcfVztw3FOFQ9K8gTOWOtNJjXTP9SO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.139.0.169
2018-04-24 16:30:01	b8bf6e3bdaf5142090688108e5672232:TVrATHjMFkLrLdRC62QTtVOkWYu79Gsl	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	101.139.0.169
2018-04-24 16:30:02	0880e3f314a0280db099c4ecbd409477:syFfoqorYaGdZ5O1JKNJ5nyvHzaAxIdR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	39.10.203.167
2018-04-24 16:30:15	adc4a8626a6641063b49da81d34a0fb8:bPTx4ch3zqgbEIhbeP6GVTLDDHCWyxjr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.167.137.29
2018-04-24 16:30:22	64766b31594bd50bbfede344d189524c:DsOfVhQ6LiuYxZolxPg8llVzc5U2rjRG	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.176.83
2018-04-24 16:30:48	167d877ed21fc8a1624e5ba4627f8da6:1HLSyUvQcZ0du6L338pTtptYnLGvzrNJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	118.168.206.40
2018-04-24 16:31:27	4cdc0d2425a2aac1fbb3b21b08fd0823:HUBwaG3MlDe2p4kXHVO6h16yhJF5o7qD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.139.0.169
2018-04-24 16:31:28	31b61741ee4df8eb1f8a755f8abca9ed:IhQRnyKnouNA5AOJ82MMN4a66nw0iK0D	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.167.137.29
2018-04-24 16:31:52	62f135653643479358638e9bef908861:gPxo2iqelnnm7eb7KODSyIOS1cVKRFLj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	115.82.73.242
2018-04-24 16:32:11	98e3e488c9ef59905d640d3cb6b661ab:e1ZLNDGqggoh4jEmpgQpUwIeJXjj5EIH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	118.168.206.40
2018-04-24 16:33:08	5072e922a4464b15fc02ff11ea0f1c9a:vWyPKOdFd7werZHgGdRzeIo0N2nZJMqL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	27.242.68.235
2018-04-24 16:33:35	b4416de820a21794dfc95315cc29cd7e:LIz8Bqftgyu7kPtWnfTTZoLJh19awpAR	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	223.136.176.83
2018-04-24 16:34:06	e17e8b2d3c3268ad2d6b4d6b59cd42fd:eL1lqbjizlgjbzY2B8DKa8fVQolHKERV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.78.56
2018-04-24 16:34:06	a052196499e197796aef2776e5659955:B6Ka9996TVu4IJwJAT0eBnRD49Ry6YWf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.167.137.29
2018-04-24 16:34:53	5152dda84fce87b5ea0da3d428ca2d48:rESuciAVicqrf6SUvNqkJXi2mq062AZf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	115.82.73.242
2018-04-24 16:35:16	7fd4d1e702d7cf8636f7e29865ea9abd:lHMUrMvzovX5JOX73ocl1d5HMNxX0eEb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.167.137.29
2018-04-24 16:35:32	7b05a8d59609d7a8e7afbbdbbdf2e636:WdvVmwfSQCUG41vnQ7gueSLPPHZ3iucj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.138.173.204
2018-04-24 16:35:36	8dbb19f7bb108449648fc15c6c04ba73:GAffLG73gzf7wl7WdAYopztN6EEbXyG5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.78.56
2018-04-24 16:36:38	5f564bf3b2dc28d4ae49bb66da4ba4ec:TZrrAoIa6cIyOcv3iF9d10r8J7NZRstk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.176.83
2018-04-24 16:36:42	d7a387924ef970537f7a6034e1621c08:YDvobjbbGVz3bYX9mckTZANtLY7czL8p	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.78.56
2018-04-24 16:37:17	4ad5fda22e0f644c4393975406597f6b:fmMxq6cLmY9QM2vvx2oOHvvKRk7Lle0d	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.75.15
2018-04-24 16:37:25	743ad68392dcb6be86263c3bc41abd91:yQLFLEjoobW2Kh1v2P21wtyAP5vHnqln	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	115.82.73.242
2018-04-24 16:37:39	84429160c2a7cb4d0127bbf5c61657a9:9df8fpzBpX0xitrJyjKjgqj40PnYGV8F	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.167.137.29
2018-04-24 16:38:02	ef44cbcbb33b26c8da7c4233dda11079:IRRLdjSUuqmGky3pogsqQpbCqq1nNDA3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.78.56
2018-04-24 16:39:10	c7d04b4be36c84d594de02fc9d68f114:hx3peEcIL8S6A68a9397GEKpSHNJrpC2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.176.83
2018-04-24 16:39:23	8788a8984dc6092fb07c610a9526d2fd:qwdL7JT4AwGo1kkDTXzmy5norVRTVBHS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.29.253
2018-04-24 16:41:36	0f179ce98a4e9d0125bb90f51c3065f1:Xyvlf5JpZhaVQVSRPiSFSX2QL03ngYi1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.29.253
2018-04-24 16:41:38	5dca0968316e7b3b1bef8b01d88a797e:NgWuTYrfTaamEc1DpNS6iF7pYsZrkgHI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.176.83
2018-04-24 16:42:01	9f3d55df8f175f8b632bfb8e5208197e:D0V4CKNdnsIIZJwIqIhFIcVTLU1LWa7M	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.167.137.29
2018-04-24 16:42:10	4d5f3f5527165a6859347e2cb6689f3a:prtLRCgTzAGqXEIH8VcEix7S4c9Zsg5m	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.217.132.42
2018-04-24 16:42:16	f910f60823bafa58a6d4073d75d1d741:lnY82iU810g8XmJ0vb9xTqvjxyyVWFKT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	27.242.9.41
2018-04-24 16:43:22	eed6d7851761c3fe57fdcec54c143904:dpGEdeL2RK3787z1703nxz0yYmqbLN5j	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.11.24
2018-04-24 16:43:58	cdfd26cc00da1607b08ef07f60c36b3d:uVRWvu5HSGNK0rXsvTzeKlAwUUQCnce4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.137.131.156
2018-04-24 16:44:08	3f07782c03d5c34e0c33e2b195fedbe6:llEvG5SEuo8B5rVAogQrtQvdYJPVNdGG	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	110.50.140.143
2018-04-24 16:44:09	936cdbb2e32ada485c42f6b433517cf8:bz5j81THGetoQ2UjvMRe6VSTnYoXKetf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.29.253
2018-04-24 16:44:09	8c3cb961d97f3102c63b7ba46c07588d:vRDV1AEWWQ38b4pFKzue5thcXLjtzrbk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	115.82.73.242
2018-04-24 16:44:27	410bbac71923b067f03dd668b45fb2cf:4AXS9aG37iBVOFR9fELpdkPtDHdpQe72	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.167.137.29
2018-04-24 16:44:43	5604daba1b54bf7c01b8ff7f8451ed01:283lRD9w76vdB57HDu600MMUeh0IuQfP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.176.83
2018-04-24 16:45:13	492f7b6a29ae464e01a6ff5ea20bc08e:IOXH2qETN8WcnT10wNq4BcCGtNyqp97q	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.225.71.190
2018-04-24 16:45:47	c62bf52c6cdd1b63f4bca21b883d6550:5aExvb9d3Sja27oEfMjfziUFNOxV8d5b	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.167.137.29
2018-04-24 16:45:56	c3d24915f8abb2d29a726e9f6e6fea54:KjlCxmfyhykq22pHYtfHw9VmrxqVS03v	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.29.253
2018-04-24 16:46:55	0a9edb0bdbe86992db2f9be59dbeb50d:VnoMIP210PsqqPNYAHiHykgfU464HblO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	203.70.1.236
2018-04-24 16:47:53	776f585b3906c903fa2df8653ef1b0d7:0fbcmL2XcdelVuDOmHyEVHoMQ0hiqbNT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.62.56
2018-04-24 16:48:04	dd1b5dde4c5ee453d8395e22d0447002:r6fUt1TFelyJ0hIRYQOD7ndRV40kevgu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	203.70.1.236
2018-04-24 16:48:07	1121928ffdd9165b7b9cbfb3d2e8c241:9PRQUHpiS1M4sOO9RuF9QJOX0Te8L0cj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	180.204.32.202
2018-04-24 16:48:08	373910cf4ee2163696af17d1a4ed176d:DTSFQ6O7CH8idwpUk003ycbEqdUGHpLx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.167.137.29
2018-04-24 16:48:32	ce88d9de4207dcdb88994b19e15a69a1:93j5PSKmsAOQIj4F6dczSfDTLC8uuP7x	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	223.140.241.167
2018-04-24 16:48:36	5bbd6792a6c177d9fb2ac71680fc9472:mtGnqXW0lVXfQT0yoVNAuHmeFGxkfcag	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.29.253
2018-04-24 16:48:41	4f5d69b1fd65ef2b4974eb9a435c9223:OUGrKgoJglNO5ozgf6WhzuGk1sNO7Pfl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.71.6.165
2018-04-24 16:48:57	c37f39d4f4d6258a91f034fb902eb6a4:YsSOtUjKMmSWwXkADqQ1MsvSGVhHD8be	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.136.176.83
2018-04-24 16:49:52	53310baec9cac441280bb739c71edc16:lADwvFsjwaaUT21ey0mhenH4i8Js0LQ5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	180.217.90.254
2018-04-24 16:49:54	f47acd6c0eb6469585fba448368f75cd:3SNKa3qV3fjbQBRTlqGgkRoKwswgdyT8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.167.137.29
2018-04-24 16:50:11	efed368d03dbe213e4a26d5b61a2eb38:EVCO34IvuSWOsVZQVEq3AybT6raoXeMs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	203.70.1.236
2018-04-24 16:50:13	6013616d5aae9b9f262e63a3e62a29a6:zTTmTFEMeHgw3RNXFv9jHyZ7SkXCs2gQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.29.253
2018-04-24 16:50:23	dcf8faf3759a54a81b0bbd80f6558999:uiqpYyRWLIITLnoZ1jCAShWPv4fXsuQO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	27.242.203.47
2018-04-24 16:50:29	c1b5a589c3ecb9a7c8360d690764ba72:xJma6azKjIJKJ3npPg2gU5xzf2DAHVGY	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	101.14.226.111
2018-04-24 16:50:34	92bb632d42a860e5e61d2445a9981d6a:XBKJ7E56AoQntLu9UYk4nsMMdxxTInFq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.7.254
2018-04-24 16:50:39	306c5fc26a536f694e425c7382cd0220:rnE3g4SVDKJBXXAjm63Lx8wcknDIKD6U	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	27.52.231.2
2018-04-24 16:50:51	f21cf8ca0019f4585a8ccf9b8337cbce:2QjBsa8R0k4kxjuTMtBIR0B8DKYu9cj8	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	115.82.3.205
2018-04-24 16:51:08	826566497d5ad17a61fedb8cf6eaf2a6:512MJCG0KoOZodGjCWAQBFZyZFHJgkqf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.167.137.29
2018-04-24 16:51:11	49f570d0948be6b52c0ae052f6176589:yFGuOZaept0U2NcEI97qmpjpnoktuwRb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.244.33
2018-04-24 16:51:55	4bbc6a504562a12b03c5be852daab49e:a66FVulz6NreFM34QkGi6HgCHWtkQCio	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.244.33
2018-04-24 16:51:58	a0d2c8f9fab4d564d80667655c549e31:ZQkviIm624yZ4sSEG8Rfm2YzdCo9l1Wu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.29.253
2018-04-24 16:52:08	4ef6f1038c6465b2731cb72394ad9674:Xsa6iafjldPgrfYo3UZlxAyMgtbYr77M	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	101.13.148.183
2018-04-24 16:52:17	02a6d1bba72366680e959311997bae20:sEVcBGLFBJn7x6IYZ2S7UeYptDBY4T5s	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	223.136.253.149
2018-04-24 16:52:24	b28ec5a70f3bb6a6021039bb04d59079:6LrEzP097mzxe94j43HImgdNdBiTEY78	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.167.137.29
2018-04-24 16:52:31	d726fbd0610288155502a6c0ae716fda:RWQia0NkvUBOTWWUdhiEUxsSGlYvXNUX	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.137.79.242
2018-04-24 16:53:29	36770750a7d71b527b652880c7da850d:YtvxYyn0sgY0MgcL1P0FTWpKaEoe85JP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.176.83
2018-04-24 16:53:40	ba721cf32b2a528a3581b23119f2708b:CxziZuVKlij2oRejCja6mjrujKYES7q3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.62.56
2018-04-24 16:53:40	134faa1ff52ccac350c0a5f211da13a2:2gTijHIiF6vBZiOtRW66T2WopwFnmKQb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.9.196.84
2018-04-24 16:53:48	e02d1c3c5225f5c5ad226aa3e4f540aa:9ahl8Yf80IvyMwCvflUad7jpCdsRaVPe	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.29.253
2018-04-24 16:54:00	7c5a2e9f257e9b9ef2ffa6661e346eff:7VFbpgPVbBe1EATj1fmmLFPqm1oJMNhc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.167.137.29
2018-04-24 16:54:17	30da58a078161da7f9c01eb97122fa56:csOq2doZtx4d8i4FeiVe4G0b76qhpBys	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	180.204.168.123
2018-04-24 16:55:07	bddfc3660eb2e627317ab85d5c0f7bdb:xMn7wmzs0lpGWgUVgJSo7KcP126XzUUJ	Q1:提案名稱二：閒置空間_空宅空間改造,;	101.15.7.141
2018-04-24 16:55:32	be79a6a4f480c29741b99819958193d6:UQDuO1JthoV4PGwQZOofJMJNIZ6imAes	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.29.253
2018-04-24 16:55:35	c21a1131f5acd55d3d3993a551b5c354:JXNLiVmodpHwOOnG5gWA3eA9F2tWgmzm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	110.28.5.147
2018-04-24 16:55:35	a0d747d17c8b702a1d959d1178da2956:h9eTMjnrk0Aih8Ldk0yW0lKClS578oVt	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.19.164
2018-04-24 16:56:09	ce16dd8eaec1551343d7305ad5df252e:vOlcpgtwh5qJqeDV0NFcLwteQjrduBMw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.103.246
2018-04-24 16:56:34	98435d5e2049f1d7f6fddd0cee578209:CFYHGGWtOrbcyBavYebAIj6cdsvfjrFe	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.215.210
2018-04-24 16:57:01	ee5f342889cbd82f85c0f26d0364cca4:cV33gTZBKBARKcxOw0oTtaf9hgi6tHbG	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.29.253
2018-04-24 16:58:33	286fcb1fbe5432c563533380026ecb7f:RcTK0E2tir8aGE0mzJlowAux3whiFJYM	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.29.253
2018-04-24 16:59:08	594b5c26e8fd00c72bd076f14095f2d5:7lcJjrvybyLK7pJ6zCZG9Bg1GJyjlGiP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.225.67.146
2018-04-24 17:00:02	d02fc22b8919b3e8312e9b415e5599ab:E2CgkdjluvcgWXubTp169yPvThvrdgdo	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.29.253
2018-04-24 17:01:03	b69d9a8cd1bf829cd1f2e8ce1d47f9a0:c573DC7GpjeF0ciX11gdhoNlUbtL7f8B	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	223.140.58.253
2018-04-24 17:01:08	c08f830eb22497f5e3d498c1380af112:EfdoAGvGcBNRSLVYwaZ2IJFJsIj6tu8S	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	110.26.197.187
2018-04-24 17:02:00	f83f077d3032079fe2a6c1557765b23b:JyfwM4QGO5oPnOxBltqj06szhxLehvNR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	223.140.239.107
2018-04-24 17:03:29	bb12a79506e10b935e0eb40a5c8ade7e:7KhD9n762cjjlXqXOev9tm6fQ8vrrR2A	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.62.56
2018-04-24 17:03:40	7a9b2e99c7c3d85b0dc29542c6e9c1cb:IK34pC6GY23oqOx2b0yEHuK2lFXeF6OM	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	39.8.226.68
2018-04-24 17:03:51	d33285bffb4aaf531e98bed6b6882c96:uWPt19Fa9st7vKYhwUDctZZWowHcm8QL	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	42.73.219.127
2018-04-24 17:04:36	1501a62e8e36acbf7a258ea324008bd1:zBiIoxPlAcUYL4N5kD6Mum85qdPg4MsA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:05:46	47aad4599b8c368407d2f65e9eb149aa:gZeH95vFznN6PpyE34q5k89BQqJ1G35R	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:06:20	b79d663d160cd9ef965995cf17571baf:wKKdHhpMaaSf4GSshMQdPNcvmhRceYeA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 17:06:41	74ab59fd72d72671e43ab23f6a62bf0d:e6OzNVu9KLuKbFGuKjmRIWClIMDqO2i4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	114.136.232.224
2018-04-24 17:06:48	1067a13196d8cc86d48bd0b7cffc5550:Ex8JNRj6Sz2ScaXukfCJq53n7TXSTKEL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.71.107.228
